,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,TOTAL,PARKCODE
231,2017,0,0,0,0,0,20,35,35,10,0,0,0,100,ANIA
232,2016,0,0,0,0,0,20,35,35,10,0,0,0,100,ANIA
233,2015,0,0,0,0,0,61,44,27,16,5,0,0,153,ANIA
234,2014,0,0,0,0,0,11,50,62,11,0,0,0,134,ANIA
235,2013,0,0,0,0,0,11,50,62,11,0,0,0,134,ANIA
236,2012,0,0,0,0,4,2,8,3,2,0,0,0,19,ANIA
237,2011,0,0,0,0,0,2,11,11,9,24,0,0,57,ANIA
238,2010,0,0,0,0,24,11,11,5,9,2,0,0,62,ANIA
239,2009,0,0,0,0,1,1,2,0,10,0,0,0,14,ANIA
240,2008,0,0,0,0,0,5,5,0,0,0,0,0,10,ANIA
241,2007,0,0,0,0,0,11,3,1,11,0,0,0,26,ANIA
242,2006,0,0,0,0,38,11,3,8,0,0,0,0,60,ANIA
243,2005,0,0,0,0,5,11,50,62,135,22,0,0,285,ANIA
244,2004,0,0,0,0,5,11,50,62,135,22,0,0,285,ANIA
245,2003,0,0,0,0,14,11,50,26,14,39,0,0,154,ANIA
246,2002,0,0,0,0,5,11,50,62,74,39,0,0,241,ANIA
247,2001,0,0,0,0,0,6,36,52,73,39,0,0,206,ANIA
248,2000,0,0,0,0,0,6,29,116,63,37,0,0,251,ANIA
249,1999,0,0,0,0,15,15,50,120,125,52,0,0,377,ANIA
250,1998,0,0,0,0,3,13,20,87,86,0,0,0,209,ANIA
251,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,ANIA
252,1994,6,8,15,29,95,125,145,250,470,13,14,23,"1,193",ANIA
253,1993,6,6,9,51,106,125,200,461,456,158,9,6,"1,593",ANIA
254,1992,8,6,8,35,128,107,223,526,501,75,10,11,"1,638",ANIA
255,1991,8,6,8,36,69,92,189,407,498,136,10,10,"1,469",ANIA
256,1990,6,6,6,10,100,45,168,278,216,124,4,4,967,ANIA
257,1989,6,6,6,10,24,47,138,254,243,111,4,4,853,ANIA
258,2023,260,127,292,216,172,148,438,156,61,422,182, ,"2,474",BELA
259,2022,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
260,2021,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
261,2020,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
262,2019,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
263,2018,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
264,2017,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
265,2016,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
266,2015,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
267,2014,260,127,292,210,172,148,438,156,61,422,182,168,"2,636",BELA
268,2013,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
269,2012,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
270,2011,131,128,292,216,74,80,170,156,266,176,145,56,"1,890",BELA
271,2010,260,127,292,216,172,148,438,156,61,422,182,168,"2,642",BELA
272,2009,31,33,43,45,43,134,177,255,26,66,145,56,"1,054",BELA
273,2008,24,108,178,78,65,122,122,134,108,24,25,31,"1,019",BELA
274,2007,25,25,35,45,137,134,168,134,24,21,23,25,796,BELA
275,2006,20,30,50,57,22,178,277,304,132,150,25,20,"1,265",BELA
276,2005,35,82,180,200,125,351,395,412,80,404,132,32,"2,428",BELA
277,2004,30,80,175,195,125,350,400,410,400,400,120,25,"2,710",BELA
278,2003,30,75,150,200,200,225,350,500,400,150,120,25,"2,425",BELA
279,2002,50,150,200,350,200,100,500,700,300,150,50,25,"2,775",BELA
280,2001,150,245,500,400,150,100,550,770,330,165,55,110,"3,525",BELA
281,2000,100,75,350,100,100,500,500,700,300,150,50,100,"3,025",BELA
282,1999,75,75,350,100,100,500,500,700,300,150,50,100,"3,000",BELA
283,1998,120,120,450,100,150,500,"1,000",700,300,150,50,100,"3,740",BELA
284,2023,"1,246",872,751,891,"1,033","1,763","1,771","2,059","1,276","1,751","2,595","1,812","17,820",CAKR
285,2022,"1,098",835,689,780,924,"1,551","1,889","1,940","1,550","1,748","2,595","1,804","17,403",CAKR
286,2021,"1,100",835,634,248,270,490,595,585,"1,438","1,687","2,569","1,711","12,162",CAKR
287,2020,"1,204",338,222,248,270,490,595,585,"1,450","1,687","2,569","1,711","11,369",CAKR
288,2019,"1,098",835,634,708,778,"1,398","1,700","1,670","1,438","1,687","2,569","1,711","16,226",CAKR
289,2018,"1,089",791,571,758,825,"1,074","1,457","1,441","1,304","1,580","2,652","1,545","15,087",CAKR
290,2017,"1,400",600,700,800,900,"1,000","1,100","1,500","1,500","1,500","2,500","1,500","15,000",CAKR
291,2016,"1,400",600,700,800,900,"1,000","1,100","1,500","1,500","1,500","2,500","1,500","15,000",CAKR
292,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,CAKR
293,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,CAKR
294,2013,"2,900",750,800,775,900,"1,100","1,100","1,100","1,200","1,100","4,500","2,000","18,225",CAKR
295,2012,850,"1,000","1,000","1,100","1,400","1,600","1,700","3,200","4,400","2,900","2,900","2,900","24,950",CAKR
296,2011,206,400,450,617,845,800,"1,000",800,800,"1,250",800,700,"8,668",CAKR
297,2010,74,89,120,158,223,229,246,135,410,308,278,251,"2,521",CAKR
298,2009,55,49,58,85,95,300,289,300,177,212,116,74,"1,810",CAKR
299,2008,45,59,74,81,56,277,264,190,277,109,78,65,"1,575",CAKR
300,2007,20,35,45,40,65,67,113,98,112,68,46,36,745,CAKR
301,2006,65,44,123,98,69,565,308,414,452,175,225,60,"2,598",CAKR
302,2005,169,180,270,263,200,470,684,690,723,747,109,159,"4,664",CAKR
303,2004,159,169,260,243,183,500,650,645,650,670,96,105,"4,330",CAKR
304,2003,155,175,200,250,260,525,594,699,450,100,82,97,"3,587",CAKR
305,2002,50,100,200,200,126,301,531,558,400,550,50,200,"3,266",CAKR
306,2001,50,100,200,200,152,382,220,504,712,550,550,440,"4,060",CAKR
307,2000,50,40,40,50,69,364,423,450,400,50,50,40,"2,026",CAKR
308,1999,50,50,100,200,360,964,"1,010",535,538,50,50,40,"3,947",CAKR
309,1998,130,200,220,330,400,500,550,100,400,50,40,40,"2,960",CAKR
310,1997,130,182,210,290,410,430,550,527,480,62,65,65,"3,401",CAKR
311,1996,130,182,210,290,410,430,550,527,480,62,65,65,"3,401",CAKR
312,1995,130,182,210,290,410,430,550,527,480,62,65,65,"3,401",CAKR
313,1994,130,182,210,290,410,430,550,527,480,62,65,65,"3,401",CAKR
314,1993,124,180,240,290,410,430,550,527,480,62,40,35,"3,368",CAKR
315,1992,138,174,233,315,403,442,572,460,510,52,48,42,"3,389",CAKR
316,1991,130,186,217,330,372,465,545,50,520,47,44,36,"2,942",CAKR
317,1990,140,168,225,300,360,450,558,40,550,45,55,48,"2,939",CAKR
318,1989,125,180,220,330,370,410,550,35,510,55,50,45,"2,880",CAKR
319,1988,135,170,210,320,455,520,"2,500",70,650,50,40,20,"5,140",CAKR
320,1987,0,0,0,0,0,10,40,40,"4,000","2,000",10,10,"6,110",CAKR
321,1986,150,200,125,310,210,500,"3,000","4,000",600,30,50,200,"9,375",CAKR
322,1985,75,160,200,280,170,500,"5,000","3,000",750,50,50,200,"10,435",CAKR
323,1984,75,150,180,200,150,200,"5,000","3,000",720,50,50,50,"9,825",CAKR
324,1983,95,170,180,200,100,300,"6,120","2,400",600,50,60,100,"10,375",CAKR
325,1982,0,0,25,245,565,"1,000","5,000","3,045",100,50,55,120,"10,205",CAKR
326,2023,"1,683","2,662","5,430","5,714","34,127","116,853","135,307","130,825","48,566","5,282","2,437","2,486","491,372",DENA
327,2022,403,952,"2,073","4,237","37,305","104,177","115,369","112,709","43,372","3,191","1,978","1,796","427,562",DENA
328,2021,8,22,335,"1,332","11,522","53,890","71,264","64,724","26,153",233,29,9,"229,521",DENA
329,2020,"1,330","2,863","1,687",5,105,"10,031","13,802","14,482","10,523",13,5,4,"54,850",DENA
330,2019,96,"2,603","4,613","3,686","53,995","144,156","168,078","154,044","61,504","3,863","1,799","2,715","601,152",DENA
331,2018,890,"1,710","4,457","3,653","52,147","141,216","168,177","150,861","65,251","3,650","1,996",652,"594,660",DENA
332,2017,725,"1,467","3,449","5,314","62,497","158,590","182,400","155,201","68,323","2,434",918,"1,491","642,809",DENA
333,2016,500,"1,303","2,948","5,057","50,776","139,310","160,357","151,365","69,907","2,934","1,446","1,509","587,412",DENA
334,2015,326,851,"2,597","2,573","55,920","136,454","155,987","146,067","57,612","1,474",461,435,"560,757",DENA
335,2014,396,"1,019","2,231","2,883","49,380","127,291","151,285","138,254","56,890",846,455,385,"531,315",DENA
336,2013,319,"1,001","1,300","2,065","44,947","127,243","153,636","140,079","59,490",313,240,289,"530,922",DENA
337,2012,263,195,"1,896","2,913","32,983","101,260","102,316","108,208","37,184",740,240,235,"388,433",DENA
338,2011,247,701,"1,142","7,514","33,549","92,585","118,271","105,823","45,263",954,273,260,"406,582",DENA
339,2010,298,669,"1,178","2,952","29,350","90,821","110,592","104,398","37,428",764,173,232,"378,855",DENA
340,2009,64,871,723,"1,549","24,759","90,662","102,992","97,307","37,707",969,183,255,"358,041",DENA
341,2008,351,702,918,"1,959","27,773","114,888","129,762","119,541","35,623",521,114,157,"432,309",DENA
342,2007,"3,136","3,769","5,846","2,665","37,143","111,767","129,454","116,065","47,150",807,329,177,"458,308",DENA
343,2006,442,272,891,"7,764","28,829","111,060","123,246","98,605","43,598",550,470,208,"415,935",DENA
344,2005,403,751,"2,118","1,451","27,022","99,756","114,308","108,451","38,121","5,716","2,922","2,501","403,520",DENA
345,2004,313,392,"1,441","3,087","30,132","100,127","116,601","108,097","39,969","2,525","1,059",493,"404,236",DENA
346,2003,975,886,753,"2,985","27,260","88,471","104,686","97,821","34,639",889,374,450,"360,189",DENA
347,2002,101,90,"1,858","2,437","25,525","84,916","105,422","60,231","30,383",254,91,27,"311,335",DENA
348,2001,42,252,464,861,"25,020","89,229","109,881","99,767","34,520",72,66,17,"360,191",DENA
349,2000,22,115,216,500,"23,810","92,862","111,929","97,581","36,820",77,6,45,"363,983",DENA
350,1999,29,79,207,458,"23,686","95,652","120,134","102,573","43,848",141,48,12,"386,867",DENA
351,1998,36,75,261,626,"26,131","92,670","115,478","100,141","36,692",274,90,45,"372,519",DENA
352,1997,54,49,271,779,"23,058","86,916","113,436","94,585","34,824",177,84,45,"354,278",DENA
353,1996,9,7,52,200,"24,676","80,725","105,447","94,342","35,810",78,21,18,"341,385",DENA
354,1995,84,88,400,"2,948","25,415","150,886","150,533","169,322","43,502",110,15,6,"543,309",DENA
355,1994,85,88,400,"2,190","36,235","132,634","130,807","143,388","43,206","1,116",100,62,"490,311",DENA
356,1993,80,105,469,"1,380","32,807","118,163","172,580","143,031","35,688","1,106",96,60,"505,565",DENA
357,1992,94,94,98,"1,249","29,254","120,640","172,504","128,464","50,874",107,96,200,"503,674",DENA
358,1991,94,88,176,648,"6,943","72,678","221,853","179,161","76,009","1,020",96,104,"558,870",DENA
359,1990,94,198,328,551,"11,950","72,836","222,077","155,352","78,385","4,740",94,88,"546,693",DENA
360,1989,97,228,449,899,"18,541","79,332","213,085","151,263","74,812","4,743",94,97,"543,640",DENA
361,1988,100,130,259,906,"56,162","181,452","183,647","107,346","36,561","25,692",88,88,"592,431",DENA
362,1987,88,88,512,935,"48,133","122,168","180,357","151,548","66,853","4,155",88,88,"575,013",DENA
363,1986,134,162,553,"1,951","18,729","105,083","159,012","175,203","66,564","2,182",88,88,"529,749",DENA
364,1985,169,161,346,661,"10,993","94,794","144,598","126,482","55,241","1,854",788,458,"436,545",DENA
365,1984,111,122,273,667,"11,872","75,277","113,103","106,906","84,384","1,499",724,161,"395,099",DENA
366,1983,122,112,327,727,"11,631","45,905","115,179","114,480","55,888","1,162",441,108,"346,082",DENA
367,1982,142,118,378,706,"13,747","62,926","92,544","93,941","55,433","1,378",433,122,"321,868",DENA
368,1981,171,162,412,690,"13,982","29,667","87,751","89,013","32,099","1,484",887,275,"256,593",DENA
369,1980,198,146,401,633,"12,791","27,623","61,983","73,791","36,250","1,564",828,153,"216,361",DENA
370,1979,336,103,630,848,"14,076","46,804","69,557","76,400","39,063","1,844",974,470,"251,105",DENA
371,2023,0,0,0,0, , , , , , , , ,0,GAAR
372,2022,0,0,0,0,338,"2,214","2,615","3,125","1,165",0,0,0,"9,457",GAAR
373,2021,0,0,0,0,202,"1,686","2,355","2,196",923,0,0,0,"7,362",GAAR
374,2020,0,0,0,0,0,5,"1,178","1,195",477,17,0,0,"2,872",GAAR
375,2019,0,0,74,91,454,647,"2,852","5,399",966,35,0,0,"10,518",GAAR
376,2018,15,0,280,155,226,"1,949","2,797","2,980","1,153",36,0,0,"9,591",GAAR
377,2017,198,119,280,155,355,"2,364","3,145","3,533","1,013",15,0,0,"11,177",GAAR
378,2016,306,310,389,172,164,"1,349","3,026","3,137","1,027",29,18,120,"10,047",GAAR
379,2015,137,138,272,68,354,"2,071","2,968","3,393","1,100",0,0,244,"10,745",GAAR
380,2014,501,501,928,218,342,"2,508","3,195","3,665",720,12,12,67,"12,669",GAAR
381,2013,230,302,127,5,215,"2,175","3,377","3,882",606,0,0,93,"11,012",GAAR
382,2012,249,148,196,50,10,"2,447","3,432","3,412",738,10,78,129,"10,899",GAAR
383,2011,70,70,182,15,51,"2,832","3,713","3,716",860,2,25,87,"11,623",GAAR
384,2010,134,102,99,0,456,"2,547","3,191","3,419",760,10,17,105,"10,840",GAAR
385,2009,19,81,80,12,41,"2,533","3,471","3,020",659,0,0,59,"9,975",GAAR
386,2008,39,0,44,0,538,"2,788","3,777","3,597",545,0,0,69,"11,397",GAAR
387,2007,1,2,8,0,349,"2,926","3,473","3,588",585,0,3,7,"10,942",GAAR
388,2006,24,0,14,11,113,"2,495","3,487","3,263",565,5,0,5,"9,982",GAAR
389,2005,0,4,4,1,269,"2,822","3,128","2,929",302,0,0,0,"9,459",GAAR
390,2004,0,10,35,31,234,"2,698","3,422","3,338",512,0,0,2,"10,282",GAAR
391,2003,0,1,8,11,38,"1,952","2,422",536,85,11,5,6,"5,075",GAAR
392,2002,5,20,27,13,109,"1,537","2,364","2,196",331,31,13,2,"6,648",GAAR
393,2001,38,45,56,28,93,"1,457","2,077",316,80,83,130,102,"4,505",GAAR
394,2000,19,49,62,0,334,"4,330","5,959",318,150,6,0,51,"11,278",GAAR
395,1999,70,64,210,81,249,"1,885","2,548","2,414",435,91,62,57,"8,166",GAAR
396,1998,19,43,92,41,204,"2,269","3,051","1,884",432,105,74,52,"8,266",GAAR
397,1997,11,49,60,51,18,"1,697","2,546","2,374",86,24,16,17,"6,949",GAAR
398,1996,15,30,37,35,29,"1,456","2,483","2,178",101,20,27,37,"6,448",GAAR
399,1995,12,51,51,43,22,"1,461","2,746","2,393",249,15,23,8,"7,074",GAAR
400,1994,8,8,38,32,32,182,526,795,55,19,19,12,"1,726",GAAR
401,1993,9,14,38,20,55,269,720,983,107,15,6,9,"2,245",GAAR
402,1992,16,18,39,65,75,399,647,732,93,19,6,7,"2,116",GAAR
403,1991,15,16,36,22,52,152,382,403,43,23,8,2,"1,154",GAAR
404,1990,2,2,33,19,19,138,337,413,47,0,0,0,"1,010",GAAR
405,1989,0,21,20,27,20,88,332,246,60,4,3,1,822,GAAR
406,1988,0,9,20,12,33,84,547,505,42,6,0,0,"1,258",GAAR
407,1987,14,16,19,21,46,133,296,444,40,18,11,2,"1,060",GAAR
408,1986,9,22,67,103,30,116,816,"1,490",107,19,12,10,"2,801",GAAR
409,1985,48,8,21,74,11,213,351,525,64,2,10,54,"1,381",GAAR
410,1984,20,66,58,63,41,402,447,965,295,61,12,10,"2,440",GAAR
411,1983,5,5,11,30,75,279,701,673,279,45,22,13,"2,138",GAAR
412,1982,40,44,42,28,35,109,357,486,135,35,35,35,"1,381",GAAR
413,2023,223,223,273,"8,826","102,982","141,387","146,538","147,761","110,826",255,224,19,"659,537",GLBA
414,2022,172,22,272,"3,813","64,956","90,985","98,596","103,196","80,309","102,993",222,222,"545,758",GLBA
415,2021,173,173,173,196,"1,382","9,527","15,660","28,998","26,312","6,828",173,173,"89,768",GLBA
416,2020,173,173,173,168,286,807,"1,480","1,489",476,179,173,171,"5,748",GLBA
417,2019,173,173,195,"3,642","121,332","132,054","152,932","145,002","111,922","4,319",172,171,"672,087",GLBA
418,2018,173,173,173,445,"111,753","121,804","130,351","136,280","95,962",383,245,173,"597,915",GLBA
419,2017,173,172,172,185,"100,414","108,729","116,760","122,709","95,615","1,748",207,173,"547,057",GLBA
420,2016,173,173,173,"2,505","80,664","115,336","115,207","120,251","84,965",350,201,173,"520,171",GLBA
421,2015,173,223,185,208,"74,519","107,364","182,324","152,155","33,573",282,174,173,"551,353",GLBA
422,2014,173,173,168,"1,455","79,720","108,644","119,282","110,795","79,648",291,205,173,"500,727",GLBA
423,2013,173,173,162,794,"70,557","110,905","114,650","116,945","85,758",168,150,155,"500,590",GLBA
424,2012,173,173,162,229,"59,431","100,885","110,247","108,945","73,602",167,150,173,"454,337",GLBA
425,2011,173,175,162,178,"45,959","104,190","102,477","111,359","66,794",173,173,173,"431,986",GLBA
426,2010,173,175,162,238,"60,540","104,399","105,344","106,284","66,647",222,173,173,"444,530",GLBA
427,2009,173,175,164,157,"60,736","99,356","107,466","98,353","71,146",325,155,155,"438,361",GLBA
428,2008,173,175,173,160,"63,241","90,469","98,691","95,191","70,034",250,179,175,"418,911",GLBA
429,2007,173,168,168,184,"58,969","94,785","103,937","103,240","75,990",225,222,150,"438,211",GLBA
430,2006,77,173,173,173,"57,883","92,495","96,563","100,830","64,344",319,176,176,"413,382",GLBA
431,2005,58,63,101,224,"51,792","82,032","81,442","84,146","59,586",226,74,85,"359,829",GLBA
432,2004,64,73,28,510,"45,512","82,066","85,286","83,350","56,627",40,65,65,"353,686",GLBA
433,2003,54,56,43,68,"46,093","76,891","93,887","90,500","58,244",226,159,98,"366,319",GLBA
434,2002,174,174,187,585,"71,676","81,396","93,032","92,793","66,191","1,589",173,173,"408,143",GLBA
435,2001,95,76,144,123,"61,901","85,945","90,261","76,561","64,264",624,74,46,"380,114",GLBA
436,2000,95,76,149,324,"57,993","83,305","86,887","90,415","64,779",616,15,30,"384,684",GLBA
437,1999,0,101,6,91,"111,916","79,181","86,633","88,956","75,568",96,59,0,"442,607",GLBA
438,1998,30,193,89,503,"59,361","76,985","99,354","92,688","73,993",191,112,13,"403,512",GLBA
439,1997,52,59,48,"1,823","50,806","71,263","80,263","78,913","63,434",231,67,87,"347,046",GLBA
440,1996,79,69,53,84,"40,694","56,968","73,655","82,828","49,564",305,45,30,"304,374",GLBA
441,1995,34,91,111,283,"30,767","51,394","57,857","63,941","47,410",166,121,90,"252,265",GLBA
442,1994,70,49,125,267,"26,726","54,206","58,753","63,410","46,648",160,110,90,"250,614",GLBA
443,1993,51,67,150,242,"23,818","57,164","59,659","54,268","46,546",168,80,63,"242,276",GLBA
444,1992,25,36,57,350,"19,615","45,710","54,679","51,157","39,609",71,52,63,"211,424",GLBA
445,1991,93,143,204,293,"16,101","47,963","56,870","45,366","36,498",56,12,54,"203,653",GLBA
446,1990,39,35,126,141,"10,183","44,120","46,406","47,214","37,805",278,45,35,"186,427",GLBA
447,1989,76,54,72,126,"6,490","32,686","41,935","43,822","23,027","1,927",28,27,"150,270",GLBA
448,1988,96,68,76,104,"6,342","35,811","39,541","42,808","23,535",190,114,71,"148,756",GLBA
449,1987,64,79,64,113,"3,852","33,184","30,947","35,563","26,589",387,46,38,"130,926",GLBA
